date,user,type,ioc,tags,context
2026-07-20,threatfox,DOMAIN,pikachuplush.com,"js.clearfake, domain",n/a
2026-07-20,threatfox,DOMAIN,fby6y3nd.illuigiitaliancuisine.com,"js.clearfake, domain",n/a
2026-07-20,threatfox,DOMAIN,oceanicmesh7.thorniva.garden,"js.clearfake, domain",n/a
2026-07-20,threatfox,DOMAIN,illuigiitaliancuisine.com,"js.clearfake, domain",n/a
2026-07-20,threatfox,DOMAIN,g1wgxqj5.nextbahis.one,"js.clearfake, domain",n/a
2026-07-20,threatfox,DOMAIN,hnhdl.hazaratbet.bet,"js.clearfake, domain",n/a
2026-07-20,threatfox,DOMAIN,clinkscalesdrugssc.com,"js.clearfake, domain",n/a
2026-07-20,threatfox,DOMAIN,gofq.phtaxiservices.com,"js.clearfake, domain",n/a
2026-07-20,threatfox,DOMAIN,marblewavegate.thorniva.garden,"js.clearfake, domain",n/a
2026-07-20,threatfox,DOMAIN,silica4path.lunavera.garden,"js.clearfake, domain",n/a
2026-07-20,threatfox,DOMAIN,hrykp.varzeshlife.ir,"js.clearfake, domain",n/a
2026-07-20,threatfox,DOMAIN,pylonstaticbase.thorniva.garden,"js.clearfake, domain",n/a
2026-07-20,threatfox,DOMAIN,auyc.pikachuplush.com,"js.clearfake, domain",n/a
2026-07-20,threatfox,DOMAIN,ldgcg.closedfistllc.com,"js.clearfake, domain",n/a
2026-07-20,threatfox,DOMAIN,closedfistllc.com,"js.clearfake, domain",n/a
2026-07-20,threatfox,DOMAIN,xbwtz.cleantruckchecksac.com,"js.clearfake, domain",n/a
2026-07-20,threatfox,DOMAIN,cleantruckchecksac.com,"js.clearfake, domain",n/a
2026-07-20,threatfox,DOMAIN,dnrlgtwo.frizzhairforecast.com,"js.clearfake, domain",n/a
2026-07-20,threatfox,DOMAIN,alkh.jbgroup21.com,"js.clearfake, domain",n/a
2026-07-20,threatfox,DOMAIN,brightnode9sys.lunavera.garden,"js.clearfake, domain",n/a
2026-07-20,threatfox,DOMAIN,llttu.hurtigegevinster.com,"js.clearfake, domain",n/a
2026-07-20,threatfox,DOMAIN,rbnz.hairbyniki.com,"js.clearfake, domain",n/a
2026-07-20,threatfox,DOMAIN,hairbyniki.com,"js.clearfake, domain",n/a
2026-07-20,threatfox,DOMAIN,hurtigegevinster.com,"js.clearfake, domain",n/a
2026-07-20,threatfox,DOMAIN,trendscanview.lunavera.garden,"js.clearfake, domain",n/a
2026-07-20,threatfox,DOMAIN,ksuqx.cnbgladespring.com,"js.clearfake, domain",n/a
2026-07-20,threatfox,DOMAIN,cnbgladespring.com,"js.clearfake, domain",n/a
2026-07-20,threatfox,DOMAIN,dduf.bolesfarms.com,"js.clearfake, domain",n/a
2026-07-20,threatfox,DOMAIN,oqtr.haleywoodportfolio.com,"js.clearfake, domain",n/a
2026-07-20,threatfox,DOMAIN,tztgw.impactpromotionsclt.com,"js.clearfake, domain",n/a
2026-07-20,threatfox,DOMAIN,haleywoodportfolio.com,"js.clearfake, domain",n/a
2026-07-20,threatfox,DOMAIN,impactpromotionsclt.com,"js.clearfake, domain",n/a
2026-07-20,threatfox,DOMAIN,primeglow2unit.mistbriar.garden,"js.clearfake, domain",n/a
2026-07-20,threatfox,DOMAIN,bognervopi.icu,"unknown, domain",n/a
2026-07-20,threatfox,DOMAIN,nvms9000.online,"elf.mirai, domain",n/a
2026-07-20,threatfox,DOMAIN,signalwestport.mistbriar.garden,"js.clearfake, domain",n/a
2026-07-20,threatfox,DOMAIN,t13ecldw.calculadoracomisiones.com,"js.clearfake, domain",n/a
2026-07-20,threatfox,DOMAIN,proxyfastzone.lunavera.garden,"js.clearfake, domain",n/a
2026-07-20,threatfox,DOMAIN,sei.loloxsm188.top,"win.vidar, domain",n/a
2026-07-20,threatfox,DOMAIN,okx.loloxsm188.top,"win.vidar, domain",n/a
2026-07-20,threatfox,DOMAIN,ylp.brslot.net,"win.vidar, domain",n/a
2026-07-20,threatfox,DOMAIN,mgg.brslot.net,"win.vidar, domain",n/a
2026-07-20,threatfox,DOMAIN,wvg.brslot.net,"win.vidar, domain",n/a
2026-07-20,threatfox,DOMAIN,fwb.brslot.net,"win.vidar, domain",n/a
2026-07-20,threatfox,DOMAIN,h1r.brslot.net,"win.vidar, domain",n/a
2026-07-20,threatfox,DOMAIN,sei.brslot.net,"win.vidar, domain",n/a
2026-07-20,threatfox,DOMAIN,okx.brslot.net,"win.vidar, domain",n/a
2026-07-20,threatfox,DOMAIN,ylp.loloxsm188.top,"win.vidar, domain",n/a
2026-07-20,threatfox,DOMAIN,mgg.loloxsm188.top,"win.vidar, domain",n/a
2026-07-20,threatfox,DOMAIN,wvg.loloxsm188.top,"win.vidar, domain",n/a
2026-07-20,threatfox,DOMAIN,fwb.loloxsm188.top,"win.vidar, domain",n/a
2026-07-20,threatfox,DOMAIN,h1r.loloxsm188.top,"win.vidar, domain",n/a
2026-07-20,threatfox,DOMAIN,pkspm.informatik-ai.com,"js.clearfake, domain",n/a
2026-07-20,threatfox,DOMAIN,todn.hansikaenterprises.com,"js.clearfake, domain",n/a
2026-07-20,threatfox,DOMAIN,hansikaenterprises.com,"js.clearfake, domain",n/a
2026-07-20,threatfox,DOMAIN,informatik-ai.com,"js.clearfake, domain",n/a
2026-07-20,threatfox,DOMAIN,kmd.loloxsm188.top,"win.vidar, domain",n/a
2026-07-20,threatfox,DOMAIN,kmd.brslot.net,"win.vidar, domain",n/a
2026-07-20,threatfox,DOMAIN,boldlogicgate4.mistbriar.garden,"js.clearfake, domain",n/a
2026-07-20,threatfox,DOMAIN,cyki.hayleymarienorman.com,"js.clearfake, domain",n/a
2026-07-20,threatfox,DOMAIN,jsthk.jademckenzieco.com,"js.clearfake, domain",n/a
2026-07-20,threatfox,DOMAIN,swift7tasknet.mistbriar.garden,"js.clearfake, domain",n/a
2026-07-20,threatfox,DOMAIN,hayleymarienorman.com,"js.clearfake, domain",n/a
2026-07-20,threatfox,DOMAIN,jademckenzieco.com,"js.clearfake, domain",n/a
2026-07-20,threatfox,DOMAIN,twyd6y14.elizabethspizzadenton.com,"js.clearfake, domain",n/a
2026-07-20,threatfox,DOMAIN,01ejjpa2.behtarin-site-shartbandi.com,"js.clearfake, domain",n/a
2026-07-20,threatfox,DOMAIN,ddsr.hieliao-app.com,"js.clearfake, domain",n/a
2026-07-20,threatfox,DOMAIN,lightsiteview1.solavern.garden,"js.clearfake, domain",n/a
2026-07-20,threatfox,DOMAIN,cnxst.jardins-do-mar.com,"js.clearfake, domain",n/a
2026-07-20,threatfox,DOMAIN,hieliao-app.com,"js.clearfake, domain",n/a
2026-07-20,threatfox,DOMAIN,jardins-do-mar.com,"js.clearfake, domain",n/a
2026-07-20,threatfox,DOMAIN,ryr4q9kj.playantwatch.com,"js.clearfake, domain",n/a
2026-07-20,threatfox,DOMAIN,vividmeshflow.solavern.garden,"js.clearfake, domain",n/a
2026-07-20,threatfox,DOMAIN,broadwaylotterytickets.com,"js.clearfake, domain",n/a
2026-07-20,threatfox,DOMAIN,okv4iaii.contempoconstructiontx.com,"js.clearfake, domain",n/a
2026-07-20,threatfox,DOMAIN,fgsnlppf.jadoou.lat,"js.clearfake, domain",n/a
2026-07-20,threatfox,DOMAIN,contempoconstructiontx.com,"js.clearfake, domain",n/a
2026-07-20,threatfox,DOMAIN,tgbft.countertops-dfw.com,"js.clearfake, domain",n/a
2026-07-20,threatfox,DOMAIN,giwl.highkickstkd.com,"js.clearfake, domain",n/a
2026-07-20,threatfox,DOMAIN,highkickstkd.com,"js.clearfake, domain",n/a
2026-07-20,threatfox,DOMAIN,countertops-dfw.com,"js.clearfake, domain",n/a
2026-07-20,threatfox,DOMAIN,3efofny3.cielohillsevents.com,"js.clearfake, domain",n/a
2026-07-20,threatfox,DOMAIN,cielohillsevents.com,"js.clearfake, domain",n/a
2026-07-20,threatfox,DOMAIN,hpnohznb.site-takhtenard-sharti-betland.com,"js.clearfake, domain",n/a
2026-07-20,threatfox,DOMAIN,u9p8kb56.crvbl.com,"js.clearfake, domain",n/a
2026-07-20,threatfox,DOMAIN,wnq8bmsb.derbi.promo,"js.clearfake, domain",n/a
2026-07-20,threatfox,DOMAIN,crvbl.com,"js.clearfake, domain",n/a
2026-07-20,threatfox,DOMAIN,f9e2ff2h.site-asli-bedon-filter-1xbet.com,"js.clearfake, domain",n/a
2026-07-20,threatfox,DOMAIN,apexstorm6link.solavern.garden,"js.clearfake, domain",n/a
2026-07-20,threatfox,DOMAIN,neogateway9hub.solavern.garden,"js.clearfake, domain",n/a
2026-07-20,threatfox,DOMAIN,8iuwoa4l.of-tencent.com,"js.clearfake, domain",n/a
2026-07-20,threatfox,DOMAIN,viv.loloxsm188.top,"win.vidar, domain",n/a
2026-07-20,threatfox,DOMAIN,viv.brslot.net,"win.vidar, domain",n/a
2026-07-20,threatfox,DOMAIN,kkid.hightidesuffolk.com,"js.clearfake, domain",n/a
2026-07-20,threatfox,DOMAIN,xcavl.crossonerecords.com,"js.clearfake, domain",n/a
2026-07-20,threatfox,DOMAIN,hightidesuffolk.com,"js.clearfake, domain",n/a
2026-07-20,threatfox,DOMAIN,crossonerecords.com,"js.clearfake, domain",n/a
2026-07-20,threatfox,DOMAIN,54e20j57.mrslopezsings.org,"js.clearfake, domain",n/a
2026-07-20,threatfox,DOMAIN,y0fui15e.corgiwarehouse.com,"js.clearfake, domain",n/a
2026-07-20,threatfox,DOMAIN,mrslopezsings.org,"js.clearfake, domain",n/a
2026-07-20,threatfox,DOMAIN,corgiwarehouse.com,"js.clearfake, domain",n/a
2026-07-20,threatfox,DOMAIN,20ntquqt.varzeshlife.ir,"js.clearfake, domain",n/a
2026-07-20,threatfox,DOMAIN,1eriimge.consultingsolutionsjp.com,"js.clearfake, domain",n/a
2026-07-20,threatfox,DOMAIN,consultingsolutionsjp.com,"js.clearfake, domain",n/a
2026-07-20,threatfox,DOMAIN,uz1hqtn3.phtaxiservices.com,"js.clearfake, domain",n/a
2026-07-20,threatfox,DOMAIN,bjastqph.chrisbrownallegiantstadium.com,"js.clearfake, domain",n/a
2026-07-20,threatfox,DOMAIN,chrisbrownallegiantstadium.com,"js.clearfake, domain",n/a
2026-07-20,threatfox,DOMAIN,g2o19aql.charmedanddangerousplush.com,"js.clearfake, domain",n/a
2026-07-20,threatfox,DOMAIN,mevd0fjv.phimmoichilla.org,"js.clearfake, domain",n/a
2026-07-20,threatfox,DOMAIN,charmedanddangerousplush.com,"js.clearfake, domain",n/a
2026-07-20,threatfox,DOMAIN,biirwl32.patxisdublin.com,"js.clearfake, domain",n/a
2026-07-20,threatfox,DOMAIN,tq6ay9c3.broadwaylotterytickets.com,"js.clearfake, domain",n/a
2026-07-20,threatfox,DOMAIN,grandnode3unit.solavern.garden,"js.clearfake, domain",n/a
2026-07-20,threatfox,DOMAIN,freetasksite8.petalune.garden,"js.clearfake, domain",n/a
2026-07-20,threatfox,DOMAIN,a6du2gsx.fit2leadconference.com,"js.clearfake, domain",n/a
2026-07-20,threatfox,DOMAIN,hag0wqv7.estrelamardedetizadora.com,"js.clearfake, domain",n/a
2026-07-20,threatfox,DOMAIN,fit2leadconference.com,"js.clearfake, domain",n/a
2026-07-20,threatfox,DOMAIN,estrelamardedetizadora.com,"js.clearfake, domain",n/a
2026-07-20,threatfox,DOMAIN,qaqatrf8.dermatologycongress.org,"js.clearfake, domain",n/a
2026-07-20,threatfox,DOMAIN,bcmej6hr.goodlifelakerentals.com,"js.clearfake, domain",n/a
2026-07-20,threatfox,DOMAIN,2gfxwchj.emeraldualzone.com,"js.clearfake, domain",n/a
2026-07-20,threatfox,DOMAIN,dermatologycongress.org,"js.clearfake, domain",n/a
2026-07-20,threatfox,DOMAIN,goodlifelakerentals.com,"js.clearfake, domain",n/a
2026-07-20,threatfox,DOMAIN,emeraldualzone.com,"js.clearfake, domain",n/a
2026-07-20,threatfox,DOMAIN,bhrbc90m.fredcoplumbingpros.com,"js.clearfake, domain",n/a
2026-07-20,threatfox,DOMAIN,xgu7k53h.economywindowsparts.com,"js.clearfake, domain",n/a
2026-07-20,threatfox,DOMAIN,fredcoplumbingpros.com,"js.clearfake, domain",n/a
2026-07-20,threatfox,DOMAIN,ea168jci.customhomebuildersplainfield.com,"js.clearfake, domain",n/a
2026-07-20,threatfox,DOMAIN,economywindowsparts.com,"js.clearfake, domain",n/a
2026-07-20,threatfox,DOMAIN,customhomebuildersplainfield.com,"js.clearfake, domain",n/a
2026-07-20,threatfox,DOMAIN,kwgn9wkj.cupprimosouth.com,"js.clearfake, domain",n/a
2026-07-20,threatfox,DOMAIN,cupprimosouth.com,"js.clearfake, domain",n/a
2026-07-20,threatfox,DOMAIN,vrdh.calirayalake.com,"js.clearfake, domain",n/a
2026-07-20,threatfox,DOMAIN,yywem.drdavidzweiback.com,"js.clearfake, domain",n/a
2026-07-20,threatfox,DOMAIN,vastlogicweb.petalune.garden,"js.clearfake, domain",n/a
2026-07-20,threatfox,DOMAIN,stellar5bit.petalune.garden,"js.clearfake, domain",n/a
2026-07-20,threatfox,DOMAIN,clouderfaster.cc,"unknown, domain",n/a
2026-07-20,threatfox,DOMAIN,wbpypinui.generososbakerycafe.com,"js.clearfake, domain",n/a
2026-07-20,threatfox,DOMAIN,generososbakerycafe.com,"js.clearfake, domain",n/a
2026-07-20,threatfox,DOMAIN,cglp.cleantruckchecksac.com,"js.clearfake, domain",n/a
2026-07-20,threatfox,DOMAIN,embvx.hazaratbet.bet,"js.clearfake, domain",n/a
2026-07-20,darkweb_forums,URL,https://t.me/Alphvforum,"darkweb, forum",commit 0bcb6578 / forum.md
2026-07-20,darkweb_forums,URL,https://t.me/crackedstatusupdate,"darkweb, forum",commit 0bcb6578 / forum.md
2026-07-20,darkweb_forums,URL,https://t.me/DarkForumsss,"darkweb, forum",commit 0bcb6578 / forum.md
2026-07-20,darkweb_forums,URL,https://t.me/getrektio,"darkweb, forum",commit 0bcb6578 / forum.md
2026-07-20,darkweb_forums,URL,https://t.me/leakforumio,"darkweb, forum",commit 0bcb6578 / forum.md
2026-07-20,darkweb_forums,URL,https://t.me/patchedstatus,"darkweb, forum",commit 0bcb6578 / forum.md
2026-07-20,darkweb_forums,URL,https://t.me/PwnForums,"darkweb, forum",commit 0bcb6578 / forum.md
2026-07-20,darkweb_forums,URL,https://t.me/RaidForumsHub,"darkweb, forum",commit 0bcb6578 / forum.md
2026-07-20,darkweb_forums,URL,https://t.me/SpearAnnouncements,"darkweb, forum",commit 0bcb6578 / forum.md
2026-07-20,darkweb_forums,URL,https://t.me/+LV-lyCog6r42OWM0,"darkweb, forum",commit 0bcb6578 / forum.md
2026-07-20,threatfox,DOMAIN,e0rvdbmq.jetbet.download,"js.clearfake, domain",n/a
2026-07-20,threatfox,DOMAIN,xhbgt.nextbahis.blog,"js.clearfake, domain",n/a
2026-07-20,threatfox,DOMAIN,aeiyi.jetbet.download,"js.clearfake, domain",n/a
2026-07-20,threatfox,DOMAIN,pjjuosk1.fredcoplumbingpros.com,"js.clearfake, domain",n/a
2026-07-20,threatfox,DOMAIN,energy4665.duckdns.org,"win.remcos, domain",n/a
2026-07-20,threatfox,DOMAIN,dif.loloxsm188.top,"win.vidar, domain",n/a
2026-07-20,threatfox,DOMAIN,aurorapavilion.top,"js.smartapesg, domain",n/a
2026-07-20,"threatfox,tweetfeed",DOMAIN,meduurst.space,"js.kongtuke, domain",n/a
2026-07-20,threatfox,DOMAIN,dif.brslot.net,"win.vidar, domain",n/a
2026-07-20,threatfox,DOMAIN,igsx.closedfistllc.com,"js.clearfake, domain",n/a
2026-07-20,threatfox,DOMAIN,aruhq.jbgroup21.com,"js.clearfake, domain",n/a
2026-07-20,threatfox,DOMAIN,zpbn.comptonanimalrescue.com,"js.clearfake, domain",n/a
2026-07-20,threatfox,DOMAIN,lxlwn.nextbahis.one,"js.clearfake, domain",n/a
2026-07-20,threatfox,DOMAIN,comptonanimalrescue.com,"js.clearfake, domain",n/a
2026-07-20,threatfox,DOMAIN,glmm.colg1.org,"js.clearfake, domain",n/a
2026-07-20,threatfox,DOMAIN,lcare.mrslopezsings.org,"js.clearfake, domain",n/a
2026-07-20,threatfox,DOMAIN,nodemetrics9095.com,"js.kongtuke, domain",n/a
2026-07-20,threatfox,DOMAIN,wctvn.mrslopezsings.org,"js.clearfake, domain",n/a
2026-07-20,threatfox,DOMAIN,lvcrn.monicarobles.org,"js.clearfake, domain",n/a
2026-07-20,threatfox,DOMAIN,monicarobles.org,"js.clearfake, domain",n/a
2026-07-20,threatfox,DOMAIN,drsvt.nextbahis.poker,"js.clearfake, domain",n/a
2026-07-20,threatfox,DOMAIN,axoo.colg1.org,"js.clearfake, domain",n/a
2026-07-20,threatfox,DOMAIN,colg1.org,"js.clearfake, domain",n/a
2026-07-20,threatfox,DOMAIN,kzsf.concretewestgj.com,"js.clearfake, domain",n/a
2026-07-20,threatfox,DOMAIN,tjhsq.onjabet1.com,"js.clearfake, domain",n/a
2026-07-20,threatfox,DOMAIN,concretewestgj.com,"js.clearfake, domain",n/a
2026-07-20,threatfox,DOMAIN,urbanhostgate.grovessa.garden,"js.clearfake, domain",n/a
2026-07-20,threatfox,DOMAIN,smartmeshsys2.petalune.garden,"js.clearfake, domain",n/a
2026-07-20,threatfox,DOMAIN,2zm9lhlg.groeschelcompany.com,"js.clearfake, domain",n/a
2026-07-20,threatfox,DOMAIN,groeschelcompany.com,"js.clearfake, domain",n/a
2026-07-20,threatfox,DOMAIN,syqmn.calirayalake.com,"js.clearfake, domain",n/a
2026-07-20,threatfox,DOMAIN,z52rumys.customhomebuildersplainfield.com,"js.clearfake, domain",n/a
2026-07-20,threatfox,DOMAIN,47ytdzjs.economywindowsparts.com,"js.clearfake, domain",n/a
2026-07-20,threatfox,DOMAIN,gravitfluxbox.grovessa.garden,"js.clearfake, domain",n/a
2026-07-20,threatfox,DOMAIN,cunts.colg1.org,"js.clearfake, domain",n/a
2026-07-20,threatfox,DOMAIN,jnhygwu4.gulfbreezervrentals.com,"js.clearfake, domain",n/a
2026-07-20,threatfox,DOMAIN,gulfbreezervrentals.com,"js.clearfake, domain",n/a
2026-07-20,threatfox,DOMAIN,zvni.frizzhairforecast.com,"js.clearfake, domain",n/a
2026-07-20,threatfox,DOMAIN,texashydrowork.com,"unknown, domain",n/a
2026-07-20,threatfox,DOMAIN,lunarwaveunit.grovessa.garden,"js.clearfake, domain",n/a
2026-07-20,threatfox,DOMAIN,vuwvp.drdavidzweiback.com,"js.clearfake, domain",n/a
2026-07-20,threatfox,DOMAIN,klca.hieliao-app.com,"js.clearfake, domain",n/a
2026-07-20,threatfox,DOMAIN,iemb.hansikaenterprises.com,"js.clearfake, domain",n/a
2026-07-20,threatfox,DOMAIN,img2.mekebibsolomonlaw.com,"js.fakeupdates, domain",n/a
2026-07-20,threatfox,DOMAIN,hajar-tricks.com,"win.5t_downloader, domain",n/a
2026-07-20,threatfox,DOMAIN,txvii.hazaratbet.bet,"js.clearfake, domain",n/a
2026-07-20,threatfox,DOMAIN,ttvsj7o9.jdexteriorcleaning.com,"js.clearfake, domain",n/a
2026-07-20,threatfox,DOMAIN,atlasgridflow.florenth.garden,"js.clearfake, domain",n/a
2026-07-20,threatfox,DOMAIN,xkzh.highkickstkd.com,"js.clearfake, domain",n/a
2026-07-20,threatfox,DOMAIN,foh.luckyturbo88.top,"win.vidar, domain",n/a
2026-07-20,threatfox,DOMAIN,foh.aww88.net,"win.vidar, domain",n/a
2026-07-20,threatfox,DOMAIN,jdexteriorcleaning.com,"js.clearfake, domain",n/a
2026-07-20,threatfox,DOMAIN,macro3siteview.florenth.garden,"js.clearfake, domain",n/a
2026-07-20,threatfox,DOMAIN,wakgo.jbgroup21.com,"js.clearfake, domain",n/a
2026-07-20,threatfox,DOMAIN,zztz.jetourmexico.com,"js.clearfake, domain",n/a
2026-07-20,threatfox,DOMAIN,mlmgp.jenslittlerugrats.org,"js.clearfake, domain",n/a
2026-07-20,threatfox,DOMAIN,dwvygj31.dermatologycongress.org,"js.clearfake, domain",n/a
2026-07-20,threatfox,DOMAIN,jenslittlerugrats.org,"js.clearfake, domain",n/a
2026-07-20,threatfox,DOMAIN,h51ee0ex.emeraldualzone.com,"js.clearfake, domain",n/a
2026-07-20,threatfox,DOMAIN,designfarmarchitects.com,"js.clearfake, domain",n/a
2026-07-20,threatfox,DOMAIN,4gfsvs7l.jennyrussianbluepalace.com,"js.clearfake, domain",n/a
2026-07-20,threatfox,DOMAIN,sutf.kafekarachi.com,"js.clearfake, domain",n/a
2026-07-20,threatfox,DOMAIN,jennyrussianbluepalace.com,"js.clearfake, domain",n/a
2026-07-21,threatfox,DOMAIN,ovzdi.jetbet.download,"js.clearfake, domain",n/a
2026-07-21,threatfox,DOMAIN,gjwc.kalientestore.com,"js.clearfake, domain",n/a
2026-07-21,threatfox,DOMAIN,kalientestore.com,"js.clearfake, domain",n/a
2026-07-21,threatfox,DOMAIN,xdox.groeschelcompany.com,"js.clearfake, domain",n/a
2026-07-21,threatfox,DOMAIN,dgctf.concretewestgj.com,"js.clearfake, domain",n/a
2026-07-21,threatfox,DOMAIN,yeo0jmkq.kimsnailsalonmadison.com,"js.clearfake, domain",n/a
2026-07-21,threatfox,DOMAIN,kimsnailsalonmadison.com,"js.clearfake, domain",n/a
2026-07-21,threatfox,DOMAIN,ikkqh.dermexcel.net,"js.clearfake, domain",n/a
2026-07-21,threatfox,DOMAIN,dermexcel.net,"js.clearfake, domain",n/a
2026-07-21,threatfox,DOMAIN,jilc.kaltourusa.com,"js.clearfake, domain",n/a
2026-07-21,threatfox,DOMAIN,kaltourusa.com,"js.clearfake, domain",n/a
2026-07-21,threatfox,DOMAIN,cstee.diamonddumpsterrental.net,"js.clearfake, domain",n/a
2026-07-21,threatfox,DOMAIN,diamonddumpsterrental.net,"js.clearfake, domain",n/a
2026-07-21,threatfox,DOMAIN,foivs.highkickstkd.com,"js.clearfake, domain",n/a
2026-07-21,threatfox,DOMAIN,xhtn.nextbahis.one,"js.clearfake, domain",n/a
2026-07-21,threatfox,DOMAIN,luy6lvmh.site-takhtenard-sharti-betland.com,"js.clearfake, domain",n/a
2026-07-21,threatfox,DOMAIN,mechanic-on-site.com,"js.clearfake, domain",n/a
2026-07-21,threatfox,DOMAIN,avfzq.maia-bentley.com,"js.clearfake, domain",n/a
2026-07-21,threatfox,DOMAIN,ewyjl357.flashhomebuyerskc.com,"js.clearfake, domain",n/a
2026-07-21,threatfox,DOMAIN,maia-bentley.com,"js.clearfake, domain",n/a
2026-07-21,threatfox,DOMAIN,iahg2idr.evansunitedspringcarnivalsherman.com,"js.clearfake, domain",n/a
2026-07-21,threatfox,DOMAIN,flashhomebuyerskc.com,"js.clearfake, domain",n/a
2026-07-21,threatfox,DOMAIN,drburgymicrobiome.com,"js.clearfake, domain",n/a
2026-07-21,threatfox,DOMAIN,evansunitedspringcarnivalsherman.com,"js.clearfake, domain",n/a
2026-07-21,threatfox,DOMAIN,gytm.onjabet1.com,"js.clearfake, domain",n/a
2026-07-21,threatfox,DOMAIN,bopyq.myhillcountrygrass.com,"js.clearfake, domain",n/a
2026-07-21,threatfox,DOMAIN,myhillcountrygrass.com,"js.clearfake, domain",n/a
2026-07-21,threatfox,DOMAIN,hvao.jbgroup21.com,"js.clearfake, domain",n/a
2026-07-21,threatfox,DOMAIN,1s3hqwvr.varzeshlife.ir,"js.clearfake, domain",n/a
2026-07-21,threatfox,DOMAIN,byrio.muscle-up-yavne.com,"js.clearfake, domain",n/a
2026-07-21,threatfox,DOMAIN,muscle-up-yavne.com,"js.clearfake, domain",n/a
2026-07-21,threatfox,DOMAIN,ndpyt.mechanic-on-site.com,"js.clearfake, domain",n/a
2026-07-21,threatfox,DOMAIN,lifeisabouthavingfun448.duckdns.org,"elf.bashlite, domain",n/a
2026-07-21,threatfox,DOMAIN,wormfear.xyz,"unknown_loader, domain",n/a
2026-07-21,threatfox,DOMAIN,monitorondomainwintgt.store,"unknown, domain",n/a
2026-07-21,threatfox,DOMAIN,ewmc.jenslittlerugrats.org,"js.clearfake, domain",n/a
2026-07-21,threatfox,DOMAIN,jpsym.mystic-brews.com,"js.clearfake, domain",n/a
2026-07-21,threatfox,DOMAIN,mystic-brews.com,"js.clearfake, domain",n/a
2026-07-21,threatfox,DOMAIN,testewin.com,"unknown, domain",n/a
2026-07-21,threatfox,DOMAIN,hometwfrbas.com,"unknown, domain",n/a
2026-07-21,threatfox,DOMAIN,logintrust5845.lol,"js.mints_loader, domain",n/a
2026-07-21,threatfox,DOMAIN,syshash4392.top,"js.mints_loader, domain",n/a
2026-07-21,threatfox,DOMAIN,authservice6020.com,"js.mints_loader, domain",n/a
2026-07-21,threatfox,DOMAIN,portalbyte8345.lol,"js.mints_loader, domain",n/a
2026-07-21,threatfox,DOMAIN,webtask6566.top,"js.mints_loader, domain",n/a
2026-07-21,threatfox,DOMAIN,apibyte4811.com,"js.mints_loader, domain",n/a
2026-07-21,threatfox,DOMAIN,statpass3183.lol,"js.mints_loader, domain",n/a
2026-07-21,threatfox,DOMAIN,1629bqt9p34elwv.top,"js.mints_loader, domain",n/a
2026-07-21,threatfox,DOMAIN,basehex1267.top,"js.mints_loader, domain",n/a
2026-07-21,threatfox,DOMAIN,ets.aww88.net,"win.vidar, domain",n/a
2026-07-21,threatfox,DOMAIN,markdl.pro,"unknown, domain",n/a
2026-07-21,threatfox,DOMAIN,ironphantomcore.top,"js.magecart, domain",n/a
2026-07-21,threatfox,DOMAIN,voidhunterkeep.top,"js.magecart, domain",n/a
2026-07-21,threatfox,DOMAIN,7wzfqmf9.behtarin-site-shartbandi.com,"js.clearfake, domain",n/a
2026-07-21,threatfox,DOMAIN,ynwe.jetourmexico.com,"js.clearfake, domain",n/a
2026-07-21,threatfox,DOMAIN,mqljf.newcoservicemower.com,"js.clearfake, domain",n/a
2026-07-21,threatfox,DOMAIN,newcoservicemower.com,"js.clearfake, domain",n/a
2026-07-21,threatfox,DOMAIN,tourtrade.shop,"win.phantom_stealer, domain",n/a
2026-07-21,threatfox,DOMAIN,anyqwp6fce.localto.net,"win.sliver, domain",n/a
2026-07-21,threatfox,DOMAIN,gbgl.kafekarachi.com,"js.clearfake, domain",n/a
2026-07-21,threatfox,DOMAIN,qbmuv.loganlooneyresume.com,"js.clearfake, domain",n/a
2026-07-21,threatfox,DOMAIN,loganlooneyresume.com,"js.clearfake, domain",n/a
2026-07-21,threatfox,DOMAIN,ets.luckyturbo88.top,"win.vidar, domain",n/a
2026-07-21,threatfox,DOMAIN,tmnpc.lnlsealcoating.com,"js.clearfake, domain",n/a
2026-07-21,threatfox,DOMAIN,lnlsealcoating.com,"js.clearfake, domain",n/a
2026-07-21,threatfox,DOMAIN,twhhp.lucymflowers.com,"js.clearfake, domain",n/a
2026-07-21,threatfox,DOMAIN,cyyf.nurtured-in-nature.com,"js.clearfake, domain",n/a
2026-07-21,threatfox,DOMAIN,nurtured-in-nature.com,"js.clearfake, domain",n/a
2026-07-21,threatfox,DOMAIN,lucymflowers.com,"js.clearfake, domain",n/a
2026-07-21,threatfox,DOMAIN,87jcg6w8.everestpointnorthglenn.org,"js.clearfake, domain",n/a
2026-07-21,threatfox,DOMAIN,zbklcsro.jadoou.lat,"js.clearfake, domain",n/a
2026-07-21,threatfox,DOMAIN,v23ewcsy.calculadoracomisiones.com,"js.clearfake, domain",n/a
2026-07-21,threatfox,DOMAIN,drrobertoiturralde.com,"js.clearfake, domain",n/a
2026-07-21,threatfox,DOMAIN,everestpointnorthglenn.org,"js.clearfake, domain",n/a
2026-07-21,threatfox,DOMAIN,cjdl.nspowdercoatingnj.com,"js.clearfake, domain",n/a
2026-07-21,threatfox,DOMAIN,nspowdercoatingnj.com,"js.clearfake, domain",n/a
